product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Laserprinters,"Lexmark MS818DN","Met de Lexmark MS818DN laserprinter print je in een hoog tempo van 60 pagina's per minuut, wat hem zeer geschikt maakt voor banken of ministeries. Bepaal wie gebruikmaakt van de printer, dankzij de ingebouwde beveiligingsfuncties en geef onbevoegden geen toegang. Dankzij de Audit Logging-functie houdt de printer gebruikersactiviteiten bij en detecteert inbraakpogingen. De printer ondersteunt meerdere papiertypes, waardoor je niet alleen A4 papier bedrukt, maar ook enveloppen en zelfs karton. Het eerste printje verschijnt al na 4,4 seconden. Dit in combinatie met een afdrukvolume van 75.000 printjes per maand maakt deze printer een degelijke keuze.","389,-","Lexmark","40GC230","Alléén printen","Laser","A4","1200 x 1200","60 ppm","None","0,512 GB","42,5 cm x 51 cm x 41,9 cm","23,6 kg"
Labelprinters,"DYMO LabelWriter 450 Twin Turbo","Als je dacht dat een labelprinter 'slechts' een eenvoudig apparaatje is dat zich niet laat vernieuwen, heb je het goed mis. Zie hier de DYMO LabelWriter 450 Twin Turbo, een machine met twee etikettenrollen, zodat je in dezelfde tijd letterlijk twee maal zoveel stickers produceert. Druk bijvoorbeeld adreslabels af zonder van rol te hoeven veranderen. Of print grote aantallen sneller af door twee rollen van hetzelfde etiket te laden. De DYMO LabelWriter 450 Twin Turbo schakelt automatisch naar de tweede rol over wanneer de eerste opgebruikt is. Handig!","169,-","Dymo","S0838870","None","None","None","600 x 300","None","None","None","21,7 cm x 18,7 cm x 13,4 cm","1,12 kg"
Laserprinters,"HP LaserJet Pro MFP M26a","Met deze HP LaserJet Pro MFP M26a laserprinter op je (thuis)kantoor druk je al je opdrachten of aantekeningen eenvoudig af in zwart-wit. Dit gebeurt met een snelheid van 18 pagina's per minuut. Door de automatische documentinvoer hoef je niet handmatig je contracten of facturen in te voeren. En zodra je drukt op de printknop, gaat de printer meteen aan door de HP Auto-On/Auto-Off functie. De toner is voorgeïnstalleerd, dus sluit de printer aan via usb en je print vrijwel direct.","118,-","HP","T0L49A","All-in-one","Laser","A4","600 x 600","18 ppm","None","0,128 GB","42 cm x 26,6 cm x 25,4 cm","8 kg"
Laserprinters,"HP Color LaserJet Pro MFP M277n","De HP Color LaserJet Pro MFP M277n is een all-in-one voor werkgroepen tot 10 personen. Diverse functies maken deze printer geschikt voor zakelijk gebruik. Zo deel je de printer eenvoudig via je router, en print je tot een snelheid van 18 pagina's per minuut. Wil je liever niet dat anderen je printopdracht te zien krijgen? Met behulp van een pincode kun je jouw printopdrachten vergrendelen, totdat je zelf bij de printer bent.","289,-","HP","B3Q10A","All-in-one","Laser","A4","600 x 600","18 ppm","18 ppm","None","42 cm x 38,4 cm x 32,2 cm","15,3 kg"
Laserprinters,"Samsung CLP-680ND","De Samsung CLP-680ND is een kleurenlaserprinter die beschikt over een netwerkverbinding, zodat je hem eenvoudig via je router kunt delen. Met een printsnelheid van 25 zwarte pagina's per minuut én de optie automatisch dubbelzijdig te printen, is deze printer met name geschikt indien je veel (tekst)documenten wilt printen. Met de Samsung CLP-680ND kun je ook nog eens 'milieuvriendelijk' printen: met 1 druk op de knop activeer je de eco-modus waardoor je energie en inkt bespaart.","279,-","Samsung","CLP-680ND/SEE","Alléén printen","Laser","A4","9600 x 600","24 ppm","25 ppm","None","42 cm x 45,25 cm x 31,13 cm","20,15 kg"
Laserprinters,"Samsung Xpress SL-C480","","259,-","Samsung","SL-C480/SEE","All-in-one","Laser","A4","2400 x 600","18 ppm","4 ppm","None","40,6 cm x 36,2 cm x 28,9 cm","12,9 kg"
Inkjetprinters,"HP Deskjet 3637 All-in-One","De HP Deskjet 3637 All-in-One inkjetprinter neem je als je af en toe thuis een documentje of afbeelding print, scant of kopieert. Verstuur je printjes draadloos via het netwerk. Of verbind je smartphone of tablet direct met de printer, zonder verbonden te zijn met een draadloos netwerk. Je drukt daarnaast al je vliegtickets of foto's randloos af. Werk jij tot in de late uurtjes aan projecten en moet je deze nog afdrukken? Zet de printer in de 'Stille modus' en druk alles af zonder dat je het huishouden wakker maakt. Verder neemt de printer met zijn oppervlak van 43 bij 31 cm, minder ruimte in op je bureau.","43,-","HP","K4U01B","All-in-one","Inkjet","A4","4800 x 1200","8,5 ppm","6 ppm","None","43,8 cm x 31 cm x 15,8 cm","4,17 kg"
Inkjetprinters,"HP OfficeJet 3830 e-All-in-One","De OfficeJet 3830 All-in-One is een veelzijdige printer voor een thuiskantoor. Zo kun je met 1 compact apparaat printen, scannen, kopiëren en faxen. Verbind je printer via wifi en stuur eenvoudig draadloos vanaf je smartphone, tablet, pc of laptop een printopdracht. Plaats 50 papiervellen in de automatische documentinvoer (ADF) en je vult voorlopig geen papier meer bij. Maak je een scan van een paspoort of een brief, dan digitaliseert de printer dit automatisch voor je in een afbeelding, pdf bestand of e-mail deze direct naar een zakenpartner.","59,99","HP","F5R95B","All-in-one","Inkjet","A4","1200 x 1200","8,5 ppm","6 ppm","None","45 cm x 36,4 cm x 22,44 cm","5,61 kg"
Inkjetprinters,"Canon PIXMA iX6850","De Canon PIXMA iX6850 maakt van jouw huis een printstudio. Dankzij de speciale printkop is deze printer in staat zeer scherpe afbeeldingen af te drukken. In een handomdraai maak je daarmee affiches en foto's tot A3+ formaat. Met deze printer druk je dus jouw vakantiekiekjes haarscherp af!","199,-","Canon","8747B006AA","Alléén printen","Inkjet","A3","9600 x 2400","14,5 ppm","10,4 ppm","None","58,4 cm x 31 cm x 15,9 cm","8,1 kg"
Laserprinters,"Xerox WorkCentre 6515DNI","Met de Xerox WorkCentre 6515DNI laserprinter print, scan, kopieer en fax je al je documenten binnen een groot kantoor. Doordat de printer wifi heeft verstuur jij eenvoudig je printjes draadloos naar de printer. Door de LED technologie zitten er minder bewegende onderdelen in de printer wat ten goede komt aan de betrouwbaarheid. Maak gebruik van de automatische documentinvoer en print met een snelheid van 28 pagina's per minuut. Druk automatisch dubbelzijdig af en je bespaart ook nog eens op het papiergebruik. Heb je een Android smartphone met NFC? Houdt de smartphone dichtbij de printer en je printtaak wordt draadloos verstuurd. Heb je een iPhone of iPad? Met Airprint verstuur jij ook draadloos je printjes naar de printer.","349,-","Xerox","6515V_DNI","All-in-one","LED-technologie","A4","2400 x 1200","28 ppm","28 ppm","2 GB","50,6 cm x 42 cm x 50 cm","36,2 kg"
Inkjetprinters,"Epson Expression Photo XP-960","Met de Epson Expression Photo XP-960 zet jij je foto's eenvoudig om in haarscherpe, tastbare herinneringen. Of je nu graag foto's neemt met je telefoon, camera of tablet, je verstuurt de foto's draadloos naar deze printer. Ook grotere en dikkere documenten bedrukken is met deze printer geen probleem. Je print namelijk op dik papier tot A3-formaat. Via het touchscreen van 10,9 centimeter vind je altijd de juiste instelling.","219,-","Epson","C11CE82402","All-in-one","Inkjet","A3","5760 x 1440","8,5 ppm","8 ppm","None","47,9 cm x 35,6 cm x 14,8 cm","8,7 kg"
Laserprinters,"HP Color LaserJet Pro M452dn","Print razendsnel dubbelzijdig documenten met de HP Color LaserJet Pro M452dn. Deze printer heeft een printsnelheid van 28 pagina's per minuut en is bedraad via je modem te delen. Dit maakt de M452dn geschikt voor gebruik op kantoor. Heb je die ene belangrijke presentatie op je mobiel of tablet staan? Via de HP ePrint app verstuur je eenvoudig printopdrachten naar de printer vanaf mobiele apparaten. Zo hoef je nooit meer eerst je pc aan te zetten om iets te printen.","289,-","HP","CF389A","Alléén printen","Laser","A4","600 x 600","27 ppm","27 ppm","None","41,2 cm x 46,9 cm x 29,5 cm","18,9 kg"
Laserprinters,"Xerox Phaser 6510DN","Met de Xerox Phaser 6510DN laserprinter print je al je documenten binnen een groot kantoor. Door de LED technologie zitten er minder bewegende onderdelen in de printer wat ten goede komt aan de betrouwbaarheid. Print automatisch dubbelzijdig met een snelheid van 19 pagina's per minuut en deel de printer bedraad via het netwerk. Of als je een Android telefoon hebt met NFC, dan is het zo simpel als, houdt de smartphone dichtbij de printer en je printtaak wordt draadloos verstuurd. Heb je een iPhone of iPad? Met Airprint verstuur ook jij draadloos je printjes naar de printer.","199,-","Xerox","6510V_DN","Alléén printen","LED-technologie","A4","2400 x 1200","28 ppm","28 ppm","None","48,3 cm x 47 cm x 34,7 cm","23,8 kg"
Laserprinters,"Brother MFC-L2700DW","De Brother MFC-L2700DW is een compacte zwart-wit laserprinter die razendsnel kan printen, kopiëren, scannen en faxen. Het printen kan automatisch dubbelzijdig waardoor je papier bespaart. Via Wi-Fi verstuur je draadloos opdrachten naar de printer met je tablet, smartphone of pc.","179,-","Brother","MFC-L2700DWH1","All-in-one","Laser","A4","2400 x 600","26 ppm","None","None","40,9 cm x 39,9 cm x 31,6 cm","11,4 kg"
Laserprinters,"Brother HL-L5100DN","De Brother HL-L5100DN is de geschikte printoplossing voor een (midden- en klein)bedrijf. Deze laserprinter drukt al je facturen en offertes in zwart-wit af met een snelheid van 40 pagina's per minuut. Je deelt de printer bedraad met het netwerk. Door je documenten automatisch dubbelzijdig af te drukken bespaar je papier. Verstuur via de iPrint&Scan app vanaf je smartphone of tablet je printjes naar de printer toe. Zet de printer in ''Stille werking'' modus en de printer maakt minder geluid. Is je netwerk even buiten gebruik? Sluit de printer aan via usb en print tot 3.000 pagina's met de meegeleverde toner.","219,-","Brother","HL-L5100DN","Alléén printen","Laser","A4","1200 x 1200","40 ppm","None","None","38,8 cm x 37,3 cm x 25,5 cm","10,7 kg"
Inkjetprinters,"HP DeskJet 2630 All-in-One","De HP DeskJet 2630 All-in-One printer is een multifunctionele printer voor thuisgebruik. Verbind je laptop, smartphone of tablet via wifi en je stuurt draadloos een printopdracht. Druk documenten, foto's of uitnodigingen af of maak een snelle scan van bijvoorbeeld je paspoort.  
In de fotofunctie print je in de hogere 4.800 bij 1.200 resolutie, waardoor foto's en kleurenprints scherper je printer uitrollen dan prints met veel tekst. Via de druktoetsen stel je de verbinding in of selecteer je kopie- en scaninstellingen. Met de HP app stuur je zo scans via e-mail of zet je ze in de cloud. Even controleren of je nog kunt printen? Via dezelfde app bekijk je het inktniveau van je printer.","49,99","HP","V1N03B","All-in-one","Inkjet","A4","4800 x 1200","7,5 ppm","5,5 ppm","None","42,5 cm x 30,4 cm x 14,9 cm","3,42 kg"
Inkjetprinters,"Epson SureColor SC-P600","Veel printers kunnen foto's printen, maar weinige printen zo scherp als de SC-P600. Print vanaf een rol papier, of laad papier tot A3+-formaat in de multifunctionele papierlade. Je afdrukken hebben levendige kleuren dankzij de 9 afzonderlijke cartridges. Mooie extra is dat deze printer een touchscreen heeft waardoor je de printer eenvoudig bedient. Professionele foto's printen was nog nooit zo eenvoudig.","779,-","Epson","C11CE21301","Alléén printen","Inkjet","A3+","5760 x 1440","6 ppm","6 ppm","None","61,6 cm x 36,9 cm x 22,8 cm","15 kg"
Laserprinters,"Brother DCP-L2560DW","De Brother DCP-L2560DW is ontwikkeld om het printen, scannen en kopiëren eenvoudig en snel te maken. Dit blijkt uit de indrukwekkende eigenschappen. Met een printsnelheid tot 30 pagina's per minuut en de optie automatisch dubbelzijdig te printen, hoef je nooit lang te wachten op jouw prints. Daarnaast bespaar je ook nog eens papier. Daarmee is deze printer een goede keus voor iedereen die vaak documenten print en geen behoefte heeft aan kleurenprints. De L2560DW beschikt over een netwerkverbinding en Wi-Fi zodat je de printer eenvoudig kunt delen.","179,-","Brother","DCP-L2560DW","All-in-one","Laser","A4","2400 x 600","30 ppm","None","None","40,9 cm x 39,9 cm x 26,8 cm","9,9 kg"
Laserprinters,"Xerox WorkCentre 6515DN","Met de Xerox WorkCentre 6515DN laserprinter print, scan, kopieer en fax je al je documenten binnen een groot kantoor. Door de LED technologie zitten er minder bewegende onderdelen in de printer wat ten goede komt aan de betrouwbaarheid. Maak gebruik van de automatische documentinvoer en print met een snelheid van 28 pagina's per minuut. Druk automatisch dubbelzijdig af en je bespaart ook nog eens op het papiergebruik. Je deelt daarnaast de printer bedraad via het netwerk zodat al je werknemers er bij kunnen. Of als je een Android smartphone hebt met NFC, dan is het zo simpel als, houdt de smartphone dichtbij de printer en je printtaak wordt draadloos verstuurd. Heb je een iPhone of iPad? Met Airprint verstuur ook jij draadloos je printjes naar de printer.","329,-","Xerox","6515V_DN","All-in-one","LED-technologie","A4","2400 x 1200","28 ppm","28 ppm","None","50,6 cm x 42 cm x 50 cm","36,2 kg"
Laserprinters,"Xerox WorkCentre 6605DN","De Xerox WorkCentre 6605DN is een multifunctionele kleurenlaserprinter waarmee je naast automatisch dubbelzijdig printen, ook kunt scannen, kopiëren en faxen. Deel de printer met meerdere mensen via de netwerkaansluiting. Met een afdruksnelheid tot 35 pagina's per minuut in kleur en zwart-wit hoef je nooit lang te wachten. De standaard papierlade voor 550 vellen in combinatie met de aparte papierinvoer voor 150 vellen zorgen ervoor dat je niet constant bezig bent met het aanvullen van het papier. Wil je graag snel een document digitaliseren? Met behulp van de dubbelzijdige automatische documentinvoer (DADF) voor 50 vellen zet je de printer aan het werk, terwijl jij zelf weer aan het werk kunt. Met de veelzijdige Xerox WorkCentre 6605DN haal je efficiëntie in jouw huis of (thuis)kantoor.","769,-","Xerox","6605V_DN","All-in-one","Laser","A4","600 dpi x 600 dpi","35 ppm","35 ppm","None","43 cm x 52,8 cm x 56 cm","32,5 kg"
Inkjetprinters,"Canon PIXMA MG6850","De Canon PIXMA MG6850 is een wifi printer voor thuis. De printer is geschikt voor Cloud Print en AirPrint, zodat je ook vanaf je smartphone en tablet print. Dankzij de hoge printresolutie en 5 losse cartridges, zijn je prints haarscherp én bespaar je op je inktkosten. Je hoeft namelijk alleen de kleurencartridge te vervangen die leeg is. Scannen en kopiëren doe je direct via het touchscreen aan de voorkant.","87,99","Canon","0519C006AA","All-in-one","Inkjet","A4","4800 x 1200","15 ppm","9,7 ppm","None","45,5 cm x 36,9 cm x 14,8 cm","6,4 kg"
Inkjetprinters,"HP DeskJet 3720 Wit/Blauw","De HP DeskJet 3720 is de kleinste All-in-One kleurenprinter voor thuis. Door zijn compacte formaat plaats je de printer gemakkelijk in een la. Of pronk ermee op je bureau of vensterbank. Dankzij de hoge printresolutie van deze printer uit de DeskJet serie print, scan en kopieer je zowel documenten als foto's. Print direct vanaf de fotogalerij van je tablet of smartphone, Instagram of Facebook, ook als je niet in de buurt van je printer bent. Stuur onderweg naar huis snel nog je concertkaartjes door, zodat ze klaar liggen wanneer je thuiskomt. Doordat de scan- en kopieer functie in 2 standen te gebruiken is, kun je ook stevig materiaal zoals id kaarten of foto's invoeren zonder deze te beschadigen.","69,-","HP","J9V93B","All-in-one","Inkjet","A4","None","8 ppm","5,5 ppm","None","40,3 cm x 17,7 cm x 14,1 cm","2,33 kg"
Inkjetprinters,"HP OfficeJet 4658 All-in-One","De HP OfficeJet 4658 All-in-One is een eenvoudige inkjet printer geschikt voor als je thuis of op een klein kantoor werkt. Met dit apparaat ben je voorbereid op meerdere taken: scannen, kopiëren en het afdrukken van documenten en foto's. Verbind je smartphone, tablet of pc en je verstuurt draadloos een opdracht naar je printer. Dit doe je zelfs op afstand, waardoor je prints thuis al voor je klaar liggen. Wil je een kopie  of scan maken, dan pas je ia het 5,5 cm grote touchscreen een paar instellingen aan. Foto's print je randloos en gedetailleerd dankzij de 4.800 bij 1.200 printresolutie. Bovendien krijg je 5 maanden gratis HP Instant Ink, waarmee je tijdens deze proefperiode nooit zonder inkt zit.","109,-","HP","V6D30B","All-in-one","Inkjet","A4","600 x 300","9,5 ppm","6,8 ppm","0,064 GB","56,4 cm x 44,5 cm x 19,8 cm","6,55 kg"
Laserprinters,"HP Color LaserJet Pro M452dn","Print razendsnel dubbelzijdig documenten met de HP Color LaserJet Pro M452dn. Deze printer heeft een printsnelheid van 28 pagina's per minuut en is bedraad via je modem te delen. Dit maakt de M452dn geschikt voor gebruik op kantoor. Heb je die ene belangrijke presentatie op je mobiel of tablet staan? Via de HP ePrint app verstuur je eenvoudig printopdrachten naar de printer vanaf mobiele apparaten. Zo hoef je nooit meer eerst je pc aan te zetten om iets te printen.","289,-","HP","CF389A","Alléén printen","Laser","A4","600 x 600","27 ppm","27 ppm","None","41,2 cm x 46,9 cm x 29,5 cm","18,9 kg"
