product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Laptops QWERTY,"Lenovo Ideapad 520-15IKBR 81BF008LMH","Met de Lenovo Ideapad 520-15IKBR 81BF008LMH ga je thuis en op school aan de slag met het bewerken van foto's en het maken van presentaties. De Core i5 processor maakt deze laptop krachtig genoeg om meerdere programma's tegelijkertijd te draaien. Dus maak die zware Excel berekening terwijl je naar je favoriete muziek op Spotify luistert en bestanden downloadt. Het opstarten van je Ideapad duurt maar 15 seconden, dankzij de 128 GB SSD schijf. Het verlichte toetsenbord geeft je net even wat extra gemak in het donker, zodat je minder snel typfoutjes maakt. Ben je klaar met werken? Dan kijk je nog even een serie op het 15,6 inch IPS beeldscherm, dat levensechte kleuren vanuit elke kijkhoek weergeeft.","649,-","Lenovo","81BF008LMH","15,6 inch","1920 x 1080 pixels","Intel Core i5 8250U","Intel UHD Graphics 620","None","8 GB","128 GB SSD","37,8 cm x 26 cm x 2,2 cm","2,2 kg"
Laptops QWERTY,"Lenovo Yoga 520-14IKB 80X800WMMH","Gebruik de Lenovo Yoga 520-14IKB 80X800WMMH als laptop én als tablet om verslagen op te typen, te mailen en films te kijken. Klap het 14 inch beeldscherm 360 graden om en gebruik de hem als tablet om in de trein je e-mails te lezen. Het touchscreen ondersteunt Windows Ink, dus maak aantekeningen in je apps, schrijf notities en maak schetsen alsof je op papier tekent. Wil je een idee presenteren? Zet de 2-in-1 dan in de tentstand en laat iedereen meekijken op het IPS scherm, dat brede kijkhoeken heeft. Deze stand is ook handig als je even bijkomt met een film of serie. Teksten typ je op het verlichte toetsenbord, dat je in het donker helpt om typfoutjes te voorkomen.","649,-","Lenovo","80X800WMMH","14 inch","1920 x 1080 pixels","Intel Core i3 7130U","Intel HD Graphics 620","None","8 GB","256 GB SSD","32,8 cm x 22,9 cm x 1,99 cm","1,7 kg"
Laptops QWERTY,"Asus ROG Strix GL503VM-FY140T","De Asus ROG Strix GL503VM-FY140T is een gaming laptop waarmee je aan de slag gaat met virtual reality. De NVIDIA GeForce GTX 1060 videokaart is krachtig genoeg voor VR, dus zet je HTC Vive of Oculus Rift op en waan jezelf middenin je games. Daarnaast speel je de meeste 'gewone' games op ultra instellingen. Via één druk op de 'ROG knop' boven je toetsenbord verschijnt het ROG Gaming Center, waarin jij de prestaties van je laptop in de gaten houdt. Hier stel je het RGB verlichte toetsenbord in met de toetsencombinaties die jij wilt en pas je de koeling aan op je games, zodat je laptop niet oververhit raakt tijdens een heftige game sessie.","1.599,-","Asus","90NB0GI2-M02210","15,6 inch","1080 x 1920 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","3000 MB","16 GB","128 GB SSD + 1 TB HDD","38,4 cm x 26,2 cm x 2,3 cm","2,3 kg"
Laptops QWERTY,"Asus VivoBook S15 S510UA-BQ512T","De Asus VivoBook S15 S510UA-BQ512T is een 15,6 inch laptop met veel opslagcapaciteit die je gemakkelijk overal mee naartoe neemt. Deze Asus VivoBook is slechts 1.79 cm dun en 1.7 kg licht, waardoor je in de trein onderweg naar kantoor of school alvast aan de slag gaat. Dankzij de 128 GB SSD schijf start je deze laptop in ongeveer 15 seconden op, en typ je al voordat de trein het station verlaat. Voor het inloggen op Windows en websites gebruik je geen wachtwoord, maar Windows Hello en de vingerafdruksensor om in te loggen. Zo zijn al jouw bestanden op de 1 TB harde schijf beveiligd tegen kwaadwillenden.","749,-","Asus","90NB0FQ1-M07830","15,6 inch","1920 x 1080 pixels","Intel Core i3 7100U","Intel HD Graphics 620","None","8 GB","128 GB SSD","36,1 cm x 24,3 cm x 1,79 cm","1,7 kg"
Laptops QWERTY,"MSI GS63VR 7RF-219NL Stealth Pro","De MSI GS63VR 7RF-219NL Stealth Pro is een gaming laptop met een NVIDIA GeForce GTX 1060 videokaart aan boord. Hierdoor bezoek je virtuele werelden in VR games en speel je de meeste games op de hoogste instellingen. De Killer Double Shot Pro vermindert de vertraging tussen je game acties en de reactie van de server door zowel bedrade als draadloze internetverbinding te gebruiken. Bewaar al je favoriete titels en filmpjes van je killstreaks op de 1 TB harde schijf. Dankzij de 256 GB PCIe SSD schijf, die sneller is dan een gewone SSD, start je games binnen enkele seconden op. Met zijn formaat van 15,6 inch neem je de Stealth Pro makkelijk mee in je rugtas.","1.999,-","MSI","GS63VR 7RF-219NL","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","38 cm x 24,9 cm x 1,77 cm","1,8 kg"
Laptops QWERTY,"Toshiba Satellite Pro A50-D i3-4gb-128ssd","De Toshiba Satellite Pro A50-D i3-4gb-128ssd is een stevig gebouwde 15,6 inch laptop waarmee je op een veilige manier jouw zakelijke contacten mailt en jaarverslagen opstelt. Het IPS scherm heeft een brede kijkhoek, waardoor je niet steeds het scherm bijstelt om het beeld goed te zien. Zodra je deze Satellite Pro aanzet duurt het dankzij de 128 GB SSD schijf maar 15 seconden voor je aan de slag gaat met het sturen van mailtjes naar collega's. Met Windows 10 Pro log je op afstand in op het het netwerk van jouw bedrijf en heb jij altijd jouw belangrijke bestanden bij de hand. Onderweg naar cliënten maak jij je minder zorgen om jouw laptop, want het stevig gebouwde kunststof chassis beschermt jouw laptop tegen zachte stoten.","674,-","Toshiba","PS585E-03P008DU","15,6 inch","1920 x 1080 pixels","Intel Core i3 7100U","Intel HD Graphics 620","None","4 GB","128 GB SSD","37,9 cm x 25,8 cm x 2,395 cm","2,1 kg"
Laptops QWERTY,"Apple MacBook Air 13,3'' 8/128 GB - 1,6 GHZ","","949,-","Apple","MMGF2N/A","13,3 inch","1440 x 900 pixels","Intel Core i5 5250U","Intel HD Graphics 6000","None","8 GB","128 GB SSD","32,5 cm x 22,7 cm x 1,7 cm","1,35 kg"
Laptops QWERTY,"Lenovo Ideapad 320S-14IKB 80X4006WMH","Gebruik de Lenovo Ideapad 320S-14IKB 80X4006WMH thuis, op je werk en op school om presentaties te maken, foto's te bewerken en te internetten. Check je social media en je mail tussen het fotobewerken door en stream tegelijkertijd muziek. Deze laptop heeft een Core i5 processor, waarmee je gemakkelijk meerdere programma's tegelijkertijd draait. Geniet van je foto's in levensechte kleuren dankzij het IPS paneel, waarop de kleuren hetzelfde blijven vanuit elke kijkhoek.

Let op: deze laptop heeft een dummy ODD, en dus geen echte dvd-speler.","749,-","Lenovo","80X4006WMH","14 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","128 GB SSD","23,65 cm x 32,7 cm x 1,93 cm","1,69 kg"
Laptops QWERTY,"Lenovo ThinkPad E570 - i3-8gb-128ssd","De Lenovo ThinkPad E570 - i3-8gb-128ssd gebruik je voor zakelijke basistaken als het bijhouden van de boekhouding en het verzamelen van data. Maak direct aantekeningen tijdens een meeting, want de 128 GB SSD start je laptop in ongeveer 15 seconden op. Dankzij Windows 10 Pro heb je op locatie toegang tot jouw pc op kantoor. Handig als je een dagje thuis werkt of op bezoek bent bij een klant. Werk je met privacygevoelige informatie? Dan beveiligt de TPM chip de bestanden op je schijf. De vingerafdrukscanner zorgt ervoor dat alleen jij toegang hebt tot je laptop. Laat je per ongeluk koffie vallen? Geen nood, want het morsbestendige toetsenbord beschermt je laptop tegen vocht en vuil.","749,-","Lenovo","20H5S02D00","15,6 inch","1366 x 768 pixels","Intel Core i3 6006U","Intel HD Graphics 520","None","8 GB","128 GB SSD","37,9 cm x 26,1 cm x 2,54 cm","2,3 kg"
Laptops QWERTY,"MSI GE62 7RE-684NL Camo Squad","De MSI GE62 7RE-684NL Camo Squad is een gaming laptop met een uniek design. Dankzij de NVIDIA GeForce GTX 1050 Ti worden bewegende beelden vloeiend weergegeven. Killer LAN vermindert de vertraging tussen je game acties en de reactie van de server. De 256 GB PCIe SSD schijf start je games in een paar seconden op, waardoor je in een mum van tijd aan een nieuwe killstreak begint. Het SteelSeries toetsenbord herkent meerdere toetsencombinaties op hetzelfde moment waardoor je tijdens het spelen verschillende acties tegelijk uitvoert. Door het formaat van 15 inch past de laptop gemakkelijk in je rugtas en ben je niet alleen vanuit thuis je tegenstanders de baas.","1.549,-","MSI","GE62 7RE-684NL","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050 Ti","4000 MB","16 GB","256 GB SSD + 1 TB HDD","38,3 cm x 26 cm x 2,9 cm","2,4 kg"
Laptops QWERTY,"Acer Predator Helios 300 G3-572-76M9","De Acer Predator Helios 300 G3-572-76M9 is een gaming laptop waarop je de meeste zware games en VR games speelt dankzij de NVIDIA GeForce GTX 1060 videokaart. De ingebouwde Dual AeroBlade 3D ventilatie houdt de gameplay mooi en cool, terwijl PredatorSense software GPU overclocking en systeembesturing makkelijk maakt. Door het LED backlight onder de toetsen speel je tot in de vroege uurtjes door. De 256 GB PCIe SSD start je games nog sneller op dan met een normale SSD. Door het formaat van 15,6 inch neem je de laptop gemakkelijk mee in je rugtas om hem te gebruiken op een LAN party.","1.549,-","Acer","NH.Q2BEH.001","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","39 cm x 26,6 cm x 2,6 cm","2,7 kg"
Laptops QWERTY,"HP 14 Thinbook 14-bp001nd","Neem de HP 14 Thinbook 14-bp001nd mee naar werk of college om aantekeningen te maken, je sheets bij te werken of te internetten. Met een formaat van 14 inch en een dikte van 1,99 cm neem je deze laptop gemakkelijk mee in je tas. Klap de laptop open en ga meteen verder met je laatste project. Dankzij het 128 GB Flash geheugen start je de Thinbook namelijk in ongeveer 15 seconden op. Thuis op de bank kijk je nog even een nieuwe aflevering van je favoriete serie op het anti reflecterende beeldscherm, waarop je geen last hebt van weerspiegelend licht.","449,-","HP","1VB34EA#ABH","14 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","4 GB","128 GB Flash","33,6 cm x 23,9 cm x 1,99 cm","1,55 kg"
Laptops QWERTY,"HP Omen 17-an040nd","Game voortaan op ultra instellingen op de HP Omen 17-an040nd. Door de NVIDIA GeForce GTX 1060 videokaart speel je niet alleen de nieuwste games op de hoogste instellingen, maar gebruik je ook je Oculus Rift of HTC Vive om VR games te spelen. Voor de liefhebbers van bijvoorbeeld Counter Strike komt het 120 Hz scherm goed van pas. Door de hoge verversingssnelheid heb je geen last van hapering en lopen animaties vloeiend over je scherm. Zo heb je je tegenstanders altijd scherp in het vizier. Heb je een toffe compilatievideo gemaakt? Via de usb c Thunderbolt 3 poort worden zelfs de grootste bestanden in enkele seconden overgezet naar externe apparaten. Binnen 15 seconden start de SSD de Omen op en ben je klaar om te gamen.","1.899,-","HP","1VY98EA#ABH","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","42,3 cm x 30,4 cm x 3,3 cm","3,78 kg"
Laptops QWERTY,"HP Omen 17-w121nd","Met de HP Omen 17-w110nd speel je jouw favoriete games op hoge instellingen. Binnen enkele seconden start je Overwatch of Doom op dankzij de SDD. Met de krachtige videokaart van deze HP Omen heb je geen last van haperingen tijdens het gamen. Hierdoor verlies je jouw tegenstander niet uit het oog. Daarnaast kijk je vanuit elke hoek naar de ware kleuren van de game die je speelt dankzij het IPS paneel. Het maakt dus niet uit of je lui onderuit op de bank ligt te gamen of rechtop zit voor het scherm achter een bureau.","1.899,-","HP","Y5V02EA#ABH","17,3 inch","1920 x 1080 pixels","Intel Core i7 6700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","512 GB SSD","41,6 cm x 27,9 cm x 3,29 cm","3,35 kg"
Laptops QWERTY,"HP X360 11-ab011nd","Gebruik de HP X2 10-p046nb overal als laptop én als tablet voor simpele taken als e-mailen en tekstverwerken. Het touchscreen van deze 2-in-1 is 360 graden omklapbaar en los te koppelen, zodat je hem in meerdere standen gebruikt of zonder toetsenbord op pad gaat. Check alvast je mail of swipe door een digitale krant als je onderweg bent. Dankzij het 10,1 inch formaat en het gewicht van 1,09 kg neem je hem gemakkelijk mee in je tas. Ga meteen aan de slag, want dankzij het Flash geheugen start je de X2 in ongeveer 15 seconden op. Bewaar je documenten in de cloud, want bij deze laptop krijg je een jaar lang 25 GB gratis opslag op Dropbox.","449,-","HP","1NA74EA#ABH","11,6 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","4 GB","500 GB HDD","30,6 cm x 20,8 cm x 1,98 cm","1,35 kg"
Laptops QWERTY,"MSI GP62MVR 7RF-285NL Leopard Pro","De MSI GP62MVR 7RF-285NL Leopard Pro neem je overal mee naartoe om te gamen op de hoogste instellingen. Door het 15,6 inch formaat heb je een gaming laptop die gemakkelijk in je tas past. Deze laptop heeft een NVIDIA GeForce GTX 1060 videokaart die VR games ondersteunt. Dus sluit je VR bril aan en ervaar je games in een andere realiteit. Het SteelSeries toetsenbord herkent meerdere toetsencombinaties op hetzelfde moment waardoor je tijdens het spelen verschillende acties tegelijk uitvoert. En door de verlichte toetsen ga je door met gamen tot in de late uurtjes. Alle video's van de killstreaks waar je trots op bent, bewaar je samen met je andere bestanden op de 1 TB harde schijf.","1.499,-","MSI","GP62MVR 7RF-285NL","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","3000 MB","8 GB","128 GB SSD + 1 TB HDD","38,3 cm x 26 cm x 2,9 cm","2,2 kg"
Laptops QWERTY,"Dell XPS 13 CNX93604","De Dell XPS 13 CNX93604 is een laptop die audiovisuele taken combineert met gebruiksgemak. Bewerk foto's en bekijk je resultaten tot in de kleinste details dankzij het Quad HD scherm. Toch een foutje gemaakt? Dankzij het touchscreen heb je ook voor een kleine aanpassing geen toetsenbord meer nodig. Daarnaast neem je deze laptop eenvoudig mee naar werk, want door het bijna randloze scherm en een gewicht van 1,5 kg is deze Dell XPS 13 compacter dan laptops met dezelfde schermgrootte. Het verlichte toetsenbord is morsbestendig en kan die koffiespetters van jou met gemak aan. Start je laptop niet meer op? Dankzij de uitgebreide garantie komt er iemand bij je langs om hem te repareren.","1.499,-","Dell","CNX93604","13,3 inch","3200 x 1800 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","30,4 cm x 20 cm x 1,5 cm","1,2 kg"
Laptops QWERTY,"HP Pavilion X360 14-ba096nd","De HP Pavilion X360 14-ba096nd is een 2-in-1 laptop die je ook als tablet kunt gebruiken. Klap het 360 graden draaibare scherm naar achteren en gebruik de HP Pavilion als tablet. Zo swipe jij onderweg naar jouw tentamen nog even door sheets heen. Deze laptop is 1,69 kg licht en 1,9 cm dun, waardoor je hem eenvoudig in je rugtas stopt. Tijdens hoorcolleges en vergaderingen start jij deze laptop in ongeveer 15 seconden dankzij de 128 GB SSD, en ga je aan de slag met het maken van samenvattingen. Dankzij het verlichte toetsenbord typ jij moeiteloos door bij weinig licht. Door deze HP in de tent stand te zetten kijk jij filmpjes en video's terug zonder dat je deze laptop vasthoudt.","699,-","HP","2YL00EA#ABH","14 inch","1920 x 1080 pixels","Intel Core i3 7100U","Intel HD Graphics 620","None","8 GB","128 GB SSD","33,48 cm x 22,69 cm x 1,99 cm","1,63 kg"
Laptops QWERTY,"Asus ZenBook Pro UX550VD-BN005T","Gebruik de Asus ZenBook Pro UX550VD-BN005T om op je werk aan de slag te gaan met CAD toepassingen en het renderen van 3D modellen. Dankzij de kracht van de NVIDIA GeForce GTX 1050 en de i7 processor heeft deze laptop geen moeite met zware grafische programma's. Sluit op kantoor tot 2 4K schermen aan via de Thunderbolt 3 poorten voor meer schermruimte. Ga je bij een klant langs? Dan neem je de ZenBook pro gemakkelijk met je mee door zijn gewicht van 1,8 kg en dikte van 1,89 cm. Klap je laptop open en tover in een paar seconden je grafische projecten tevoorschijn. De NVMe SSD start de laptop namelijk sneller op dan een 'normale' SSD.","1.799,-","Asus","90NB0ET2-M01560","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050","4000 MB","16 GB","512 GB SSD","36,7 cm x 25,1 cm x 1,89 cm","1,8 kg"
Laptops QWERTY,"Asus VivoBook R542BA-DM036T","De Asus VivoBook R542BA-DM036T gebruik je thuis of op school voor simpele taken, zoals presentaties maken en verslagen typen. Hoewel deze 15,6 inch laptop niet geschikt is voor de zwaarste programma's, heeft hij wel 8 GB werkgeheugen. Hierdoor voer je snel en gemakkelijk meerdere taken tegelijkertijd uit, dus werk aan je studieproject terwijl je muziek streamt en 30 tabs in je browser open hebt staan. Op de 1 TB harde schijf heb je genoeg ruimte voor al je documenten, muziek en films. Veelgebruikte programma's bewaar je op de 128 GB SSD, zodat je ze binnen een paar seconden opstart. Gebruik de dvd speler als je nog programma's of een oude filmcollectie op dvd hebt liggen.","599,-","Asus","90NB0H92-M00520","15,6 inch","1920 x 1080 pixels","AMD A9 9420","AMD Radeon R5","None","8 GB","128 GB SSD + 1 TB HDD","38 cm x 25,1 cm x 2,32 cm","2,3 kg"
Laptops QWERTY,"Asus ZenBook Deluxe UX490UA-BE029T","De Asus ZenBook Deluxe UX490UA-BE029T is een stevige en lichte 14 inch laptop waar je tot wel 2 4K monitoren op aansluit. Via de usb c Thunderbolt 3 poorten sluit je de monitoren aan, of worden bestanden met een snelheid van 40 Gbps doorgegeven. Bewerk foto's op het Full HD beeldscherm, bekijk video's of wissel bestanden uit. Binnen 15 seconden na het aanzetten is de ZenBook Deluxe klaar voor gebruik dankzij de 256 GB SSD. Je neemt de ZenBook makkelijk mee met zijn hoogte van slechts 12,9 millimeter en gewicht van 1,09 kilogram. Ook zie je precies welke toetsen je intoetst op het verlichte toetsenbord van de ZenBook.","1.399,-","Asus","90NB0EI1-M02250","14 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","32,9 cm x 21,6 cm x 1,29 cm","1,09 kg"
